source,policy_text,domain,stakeholders,agree_pct,neutral_pct,disagree_pct,support_score,consensus_score,word_count,year,is_privacy,is_employment,is_economic,is_legal,is_tech,is_social,description,policy_type,country,policy_density_context,economic_pressure_context,education_readiness_context,support_bucket,domain_encoded,stakeholder_encoded,estimated_support_bucket,support_probability
OECD,TURKISH NATIONAL E-SCIENCE E-INFRASTRUCTURE,Other,"Labor, General Public",0.0,0.0,0.0,0.0,0.0,4,2011.0,1,1,0,0,0,1,"TRUBA, which has more than 1900 researchers from 114 different universities, provides direct service to contribute to scientific studies, carries out joint projects with different public institutions and research institutes and took part in 13 European Union Framework Programme Projects since its establishment, is an e-Infrastructure of strategic importance in the national sense. Services such as high-performance computing, data-intensive computing, scientific data warehouses and cloud computing",Unknown,Türkiye,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.4603333333333333
OECD,SAFE SCHOOLING AND DISTANCE EDUCATION PROJECT,Other,Education,0.0,0.0,0.0,0.0,0.0,6,2020.0,0,0,0,1,1,0,"The project aims to enhance the capacity of the education system to provide e-learning equitably to school-age children during and following the COVID-19 pandemic and future shocks. In cooperation with the World Bank Group, within the education policies of the country, it is aligned to Turkey’s Education Vision 2023, MoNE’s Strategy Paper 20119-2023, and the 11th Development Plan.",Unknown,Türkiye,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.662
OECD,TRUSTWORTHY AI TRUST STAMP,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2022.0,0,1,0,1,1,0,"We have initiated to work on developing a trust stamp that indicates that trustworthy AI was used in the AI-enabled products to enhance customer trust. In this regard, studies on determining criteria and metrics continue with the Turkish Standards Institute. Expert group meetings are held and methodology determination activities are carried out by examining international studies.",Unknown,Türkiye,0.5418641390205371,0.5,0.5,,3,1,High,0.6478333333333333
OECD,EUROHPC JU MARENOSTRUM5 SUPERCOMPUTER,Technology,General Public,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,0,0,0,1,0,"The European High Performance Computing Joint Undertaking (EuroHPC JU) has launched a call for tender for the procurement of a pre-exascale supercomputer. The system, called MareNostrum5, will be hosted by the Barcelona Supercomputing Center (BSC) and will be capable of executing at least 205 Petaflops, or at least 205 million billion calculations per second. Turkey jointly applied to the “Precursors to Exascale” call with Spain, Portugal and Croatia and obtained direct access to the supercomput",Unknown,Türkiye,0.09320695102685624,0.7,0.8,,5,1,Medium,0.83
OECD,HUMANE-AI-NET,Other,General Public,0.0,0.0,0.0,0.0,0.0,1,2020.0,0,1,0,1,1,0,"The HumanE AI Net brings together top European research centers, universities and key industrial champions into a network of centers of excellence that goes beyond a narrow definition of AI and combines world-leading AI competence with key players in related areas such as HCI, cognitive science, social sciences and complexity science. he researchers in HumaneAI are coming from53 institutions across 20 European countries. HumanE-AI-Net consortium is comprised of research institutions, companies a",Unknown,Türkiye,0.5418641390205371,0.5,0.5,,3,1,High,0.848
OECD,CENTRE FOR FOURTH INDUSTRIAL REVOLUTION TÜRKİYE,Other,"Business, General Public",0.0,0.0,0.0,0.0,0.0,6,2020.0,0,1,0,1,1,1,"C4IR Türkiye works to operationalise the new vision to enable member companies in their digital transformation journey to Industry 4.0 and to maintain its conventional tasks as an industry association. The Centre plays a vital role in helping to shape the development of national Fourth Industrial Revolution strategies and public-private initiatives.<br/>Our main working areas: Internet of Things, Robotics, Smart Cities, AI, and ML.<br/>Our active projects: Increasing the Impact of Industrial IoT",Unknown,Türkiye,0.5418641390205371,0.5,0.5,,3,-1,High,0.5238333333333334
OECD,HUMAN-CENTRED ARTIFICIAL INTELLIGENCE FOR HUMAN RESOURCES: A TOOLKIT FOR HUMAN RESOURCES PROFESSIONALS,Other,General Public,0.0,0.0,0.0,0.0,0.0,12,2021.0,0,1,0,0,1,1,"As a partner of the WEF’s Human-Centred Artificial Intelligence for Human Resources project, Turkey worked in close cooperation with WEF for the devleopment of the report and the toolkit. Furthermore to the Centre for the Fourth Industrial Revolution Turkey’s role as the project leader, Turkish experts from public and private authorities and research centers contributed to the report and Centre for the Fourth Industrial Revolution Turkey, Türk Traktör, Mercedes Benz Türk have hosted pilots, work",Unknown,Türkiye,0.5418641390205371,0.5,0.5,,3,1,High,0.627
OECD,"AGILE GOVERNANCE UPDATE: HOW GOVERNMENTS, BUSINESSES, AND CIVIL SOCIETY CAN CREATE A BETTER WORLD BY REIMAGINING GOVERNANCE",Legal/Governance,"Business, Government",0.0,0.0,0.0,0.0,0.0,17,2022.0,0,0,0,0,0,1,"This report is written how governments, businesses, and civil society can create a better world by reimagining governance.",Unknown,Japan,0.07424960505529225,0.5,0.55,,2,-1,Low,0.5033333333333333
OECD,"AGILE GOVERNANCE UPDATE: HOW GOVERNMENTS, BUSINESSES, AND CIVIL SOCIETY CAN CREATE A BETTER WORLD BY REIMAGINING GOVERNANCE",Legal/Governance,"Business, Government",0.0,0.0,0.0,0.0,0.0,17,2022.0,0,0,0,0,0,1,"This report is written how governments, businesses, and civil society can create a better world by reimagining governance.",Unknown,Japan,0.07424960505529225,0.5,0.55,,2,-1,Low,0.5033333333333333
OECD,AI GOVERNANCE TESTING FRAMEWORK MINIMUM VIABLE PRODUCT (MVP),Employment,Business,0.0,0.0,0.0,0.0,0.0,8,2021.0,1,1,0,0,1,0,"The Infocomm Media Development Authority (IMDA) and the Personal Data Protection Commission (PDPC) are working with like-minded partners to develop a credible Minimum Viable Product (MVP) that will allow industry to achieve greater transparency around AI systems, and enable organisations to deploy AI systems in a trusted manner.",Unknown,Singapore,0.06635071090047394,0.9,0.6,,1,0,Low,0.42
OECD,ACTION PLAN ON HUMAN RIGHTS,Other,General Public,0.0,0.0,0.0,0.0,0.0,5,2021.0,0,1,0,1,1,0,"The Action Plan on Human Rights sets certain aims, goals and activities in accordance with this background and framework. The Plan’s point of origin is the state’s obligation to protect, in all of its affairs and acts and with all of the state institutions and organisations, the physical and moral integrity and the honour and dignity of individuals.",Unknown,Türkiye,0.5418641390205371,0.5,0.5,,3,1,High,0.5878333333333332
OECD,AI IN HEALTHCARE GUIDELINES,Social,General Public,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,0,0,0,1,1,"To support patient safety and improve trust in the use of AI in healthcare, the Ministry of Health (MOH), the Health Sciences Authority (HSA), and the Integrated Health Information Systems (IHiS) co-developed the MOH Artificial Intelligence in Healthcare Guidelines (AIHGle)",Unknown,Singapore,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.539
OECD,HUBS FOR TOMORROW,Other,Labor,0.0,0.0,0.0,0.0,0.0,3,2019.0,0,0,0,0,1,0,"The Federal Ministry of Labour and Social Affairs (BMAS) has launched so-called “Hubs for tomorrow” to support companies and employees in shaping demographic, ecological and digital change, e. g. with regards to AI-based systems.",Unknown,Germany,0.5418641390205371,0.5,0.5,,3,-1,High,0.669
OECD,HUBS FOR TOMORROW,Other,Labor,0.0,0.0,0.0,0.0,0.0,3,2019.0,0,0,0,0,1,0,"The Federal Ministry of Labour and Social Affairs (BMAS) has launched so-called “Hubs for tomorrow” to support companies and employees in shaping demographic, ecological and digital change, e. g. with regards to AI-based systems.",Unknown,Germany,0.5418641390205371,0.5,0.5,,3,-1,High,0.669
OECD,PLANS FOR REGIONAL DIFFUSION OF AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,6,2021.0,0,0,0,0,1,0,A policy initiative to diffuse AI across all regions and all industries.,Unknown,Korea,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7865000000000001
OECD,PLANS FOR REGIONAL DIFFUSION OF AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,6,2021.0,0,0,0,0,1,0,A policy initiative to diffuse AI across all regions and all industries.,Unknown,Korea,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7865000000000001
OECD,PLANS FOR REGIONAL DIFFUSION OF AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,6,2021.0,0,0,0,0,1,0,A policy initiative to diffuse AI across all regions and all industries.,Unknown,Korea,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7865000000000001
OECD,IMPLEMENTATION STRATEGY FOR TRUSTWORTHY AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,5,2021.0,0,0,1,1,1,0,"The strategy develops a support system (e.g. R&D investment, legislation, regulatory improvement) to help the private sector achieve “trustworthy AI"".",Unknown,Korea,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5978333333333334
OECD,IMPLEMENTATION STRATEGY FOR TRUSTWORTHY AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,5,2021.0,0,0,1,1,1,0,"The strategy develops a support system (e.g. R&D investment, legislation, regulatory improvement) to help the private sector achieve “trustworthy AI"".",Unknown,Korea,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5978333333333334
OECD,IMPLEMENTATION STRATEGY FOR TRUSTWORTHY AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,5,2021.0,0,0,1,1,1,0,"The strategy develops a support system (e.g. R&D investment, legislation, regulatory improvement) to help the private sector achieve “trustworthy AI"".",Unknown,Korea,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5978333333333334
OECD,Non-formal AI coordination network,Employment,General Public,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,1,0,0,1,1,"List of persons from public, private sector and academia for information exchange, share experience and opinions.",Unknown,Latvia,0.06635071090047394,0.9,0.6,,1,1,Low,0.45
OECD,DIGITAL TRANSFORMATION GUIDELINES,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,0,1,"Digital transformation of society, including private and public sectors",Unknown,Latvia,0.5418641390205371,0.5,0.5,,3,1,Low,0.5372380952380952
OECD,GOVERNMENT ASSIGNMENT TO PROMOTE THE PUBLIC ADMINISTRATION'S ABILITY TO USE AI,Legal/Governance,"General Public, Government",0.0,0.0,0.0,0.0,0.0,11,2021.0,0,0,1,0,1,1,"The Government assigns four national agencies (Swedish Public Employment Service, Swedish Companies Registration Office, Swedish Agency for Digital Government, and Swedish Tax Agency) to promote the public administration's ability to use AI.",Unknown,Sweden,0.07424960505529225,0.5,0.55,,2,-1,Medium,0.5175
OECD,RESEARCH INSTITUTES OF SWEDEN,Technology,Education,0.0,0.0,0.0,0.0,0.0,4,2016.0,0,1,0,1,1,0,"RISE combines AI research with interdisciplinary research, a wide range of test beds, inspiring innovation hubs, educational programmes, digital platforms and extensive experience in software. More than 75 AI projects are currently underway at RISE, conducted by over 60 active AI researchers. RISE has established a center for applied AI and possess a wealth of experience in working with practical applications as well as the situations that arise there from.",Unknown,Sweden,0.09320695102685624,0.7,0.8,,5,-1,Medium,0.58
OECD,RESEARCH INSTITUTES OF SWEDEN,Technology,Education,0.0,0.0,0.0,0.0,0.0,4,2016.0,0,1,0,1,1,0,"RISE combines AI research with interdisciplinary research, a wide range of test beds, inspiring innovation hubs, educational programmes, digital platforms and extensive experience in software. More than 75 AI projects are currently underway at RISE, conducted by over 60 active AI researchers. RISE has established a center for applied AI and possess a wealth of experience in working with practical applications as well as the situations that arise there from.",Unknown,Sweden,0.09320695102685624,0.7,0.8,,5,-1,Medium,0.58
OECD,STRATEGY FOR INCREASED ACCESS TO DATA,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,6,2021.0,1,0,0,0,1,0,"For Sweden as a nation to continue to be successful in global competition, an increased ability to share and use data, a faster development of data markets, and a dynamic policy that can be adapted to the rapid technological development are required.",Unknown,Sweden,0.09741969457609267,0.6,0.5,,4,1,Medium,0.5975
OECD,PROVISIONS ON THE ADMINISTRATION OF ALGORITHM RECOMMENDATION OF INTERNET INFORMATION SERVICES IN CHINA,Other,General Public,0.0,0.0,0.0,0.0,0.0,13,2022.0,0,0,0,1,1,0,These provisions aim to regulate the use of algorithmic recommendation services online in China.,Unknown,China,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5506666666666666
OECD,NATIONAL AI RESEARCH CENTER,Technology,General Public,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,0,1,0,1,0,"Center of investigation which will develop cutting-edge research on AI.<br/>Part of the Center of Excellence from Ministry of Science, Technology, Knowledge, and Innovation.",Unknown,Chile,0.09320695102685624,0.7,0.8,,5,1,Medium,0.84
OECD,NATIONAL CYBER DIRECTORATE,Other,Government,0.0,0.0,0.0,0.0,0.0,3,2018.0,0,0,0,0,1,0,The Israel National Cyber Directorate is the national security and technological agency responsible for defending Israel’s national cyberspace and for establishing and advancing Israel’s cyber power.,Unknown,Israel,0.5418641390205371,0.5,0.5,,3,2,High,0.5885
OECD,NATIONAL INITIATIVE FOR SECURED INTELLIGENCE SYSTEMS,Other,General Public,0.0,0.0,0.0,0.0,0.0,6,2020.0,0,0,0,0,1,0,The National Initiative for Secured Intelligent Systems: A National Strategy for Israel in the Field of AI (Report to the Prime Minister),Unknown,Israel,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7865000000000001
OECD,NATIONAL INITIATIVE FOR SECURED INTELLIGENCE SYSTEMS,Other,General Public,0.0,0.0,0.0,0.0,0.0,6,2020.0,0,0,0,0,1,0,The National Initiative for Secured Intelligent Systems: A National Strategy for Israel in the Field of AI (Report to the Prime Minister),Unknown,Israel,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7865000000000001
OECD,AI VERIFY,Other,General Public,0.0,0.0,0.0,0.0,0.0,2,2022.0,0,1,0,0,1,0,An AI governance testing framework and toolkit for companies.,Unknown,Singapore,0.5418641390205371,0.5,0.5,,3,1,High,0.8258333333333334
OECD,NATIONAL PHD IN AI,Other,Business,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,0,0,0,1,1,"The Italian National PhD Program in Artificial Intelligence is made of 5 federated PhD courses that bring together 61 universities and research institutions. The 5 PhD courses share a common basis in the foundations and developments of AI (including generative AI), and each one has an area of specialisation in a strategic sector of AI application (Health and life sciences; Agrifood and environment; Security and cybersecurity; Industry 4.0; Society).",Unknown,Italy,0.5418641390205371,0.5,0.5,,3,0,Medium,0.7386666666666667
OECD,"AI, BLOCKCHAIN, IOT TECHNOLOGIES AND APPLICATIONS DEVELOPMENT FUND",Economic,General Public,0.0,0.0,0.0,0.0,0.0,8,2022.0,0,0,1,0,1,0,"From September 2022, companies and research centers can benefit from tax incentives to carry out innovation and research projects related to artificial intelligence, blockchain and internet of things technologies and applications.",Unknown,Italy,0.04265402843601896,0.85,0.75,,0,1,Medium,0.745
OECD,ACT ON THE PROTECTION OF PERSONAL INFORMATION,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2003.0,0,0,0,1,1,0,This Act prescribes how covered entities should handle personal information including in the context of development and operation of AI systems.,Unknown,Japan,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5506666666666666
OECD,"Guide to Artificial Intelligence ethical, transparent and responsible in the Public Administration",Social,General Public,0.0,0.0,0.0,0.0,0.0,12,2022.0,1,1,0,1,1,1,"The guide define what AI is and how it works, show how is present in society and to identify some of the effects resulting from its use.<br/>It also informs about the framework of AI in the World and in Portugal, and identifies the ecosystem and the main actors in the national context. On the other hand and considering the importance of data for the development and feeding of these systems, also makes reference to the data ecosystem in the Public Administration (AP) and to the principles that mu",Unknown,Portugal,0.08425487098472881,0.65,0.4,,-1,1,High,0.539
OECD,GOVERNANCE COMMITTEE OF THE BRAZILIAN AI STRATEGY,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,7,2021.0,0,0,0,0,1,1,"The Governance Committee is responsible for monitoring and evaluated the Brazilian Artificial Intelligence Strategy. and composed by privates and publics organizations, civil organizations and specialists.",Unknown,Brazil,0.07424960505529225,0.5,0.55,,2,1,High,0.45533333333333337
OECD,MCTI/EMBRAPII NETWORK OF TECHNOLOGIES AND DIGITAL INNOVATION,Employment,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,1,0,0,1,0,"The MCTI/EMBRAPII Network of Technologies and Digital Innovation is the largest and integrated ecosystem in Latin America, with 19 EMBRAPII Units, involving around 250 experts in Artificial Intelligence.",Unknown,Brazil,0.06635071090047394,0.9,0.6,,1,1,Low,0.46
OECD,AI GRADUATE AND UNDERGRADUATE COURSES,Other,"Education, Labor, Business, General Public",0.0,0.0,0.0,0.0,0.0,5,2021.0,1,0,0,0,1,1,"The National Higher Education System offers undergraduate and graduated degrees that empower student with basic skills, competences, and knowledge to explore artificial intelligence. Computer Science, Computational Science, and Computer and Electronic Engineering cover mathematics, algorithm design and analysis, and programming, to name a few disciplines that are the backbone of the artificial intelligence programmes.<br/>In the last three years, the Agência de Avaliação e Acreditação de Ensino ",Unknown,Portugal,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.6995
OECD,PHD AND POSTDOCTURAL AI SCHOLARSHIPS,Other,Education,0.0,0.0,0.0,0.0,0.0,5,2022.0,0,0,1,1,1,0,"The Fundação para a Ciência e Tecnologia (henceforth FCT) awards scholarships in all scientific areas to support postgraduate students - or students attending an educational project in an higher education institution - through their R&D activities, namely production and dissemination of knowledge and fostering of scientific culture, and S&T management and communication. These scholarships are granted on a personal basis or under a partnership scheme (FCT online). <br/>For the period 2016-2022, F",Unknown,Portugal,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.6158333333333333
OECD,DOCTORAL GRADUATES' EMPLOYMENT,Employment,General Public,0.0,0.0,0.0,0.0,0.0,3,2017.0,0,0,0,0,0,0,FCT runs a career development program to ensure the integration of highly qualified and international competitive scientists into research and academic centers.,Unknown,Portugal,0.06635071090047394,0.9,0.6,,1,1,Low,0.67
OECD,ASSESSMENT OF CURRENT INTIATIVES OF THE EUROPEAN COMMISSION ON BETTER REGULATION,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,11,2022.0,0,0,0,1,0,0,In-depth analysis requested by the European Parliament's JURI Committee on past and current developments in the EU better regulation agenda.,Unknown,European Union,0.07424960505529225,0.5,0.55,,2,1,Low,0.5539999999999999
OECD,EUROPEAN LIGHTHOUSE ON SECURE AND SAFE AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,1,0,0,0,1,0,https://www.europarl.europa.eu/RegData/etudes/IDAN/2022/734766/IPOL_IDA(2022)734766_EN.pdf,Unknown,European Union,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5831666666666666
OECD,EUROPEAN LIGHTHOUSE ON SECURE AND SAFE AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,1,0,0,1,0,"The ""European Lighthouse on Secure and Safe AI"" (ELSA) project networks excellent researchers from 26 top research institutions and companies in Europe to pool their expertise in the field of AI and machine learning.",Unknown,Switzerland,0.5418641390205371,0.5,0.5,,3,1,High,0.627
OECD,EUROPEAN LIGHTHOUSE FOR SECURE AND SAFE AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,1,0,0,1,0,"The ""European Lighthouse on Secure and Safe AI"" (ELSA) project networks excellent researchers from 26 top research institutions and companies in Europe to pool their expertise in the field of AI and machine learning.",Unknown,United Kingdom,0.5418641390205371,0.5,0.5,,3,1,High,0.627
OECD,CHIPS FOR AMERICA ACT,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2022.0,0,0,1,1,1,0,"This bill establishes investments and incentives to support U.S. semiconductor manufacturing, R&D, and supply chain security.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5378333333333334
OECD,CHIPS FOR AMERICA ACT,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2022.0,0,0,1,1,1,0,"This bill establishes investments and incentives to support U.S. semiconductor manufacturing, R&D, and supply chain security.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5378333333333334
OECD,COMMON REGULATORY CAPACITY FOR AI,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,5,2022.0,0,0,0,1,1,0,This report presents the results of research into how regulators can meet the challenge of regulating activities transformed by AI and maximise the potential of AI for regulatory innovation.,Unknown,United Kingdom,0.07424960505529225,0.5,0.55,,2,1,High,0.6453333333333333
OECD,AI RESEARCHERS PORTAL,Technology,General Public,0.0,0.0,0.0,0.0,0.0,3,2022.0,0,0,0,0,1,0,,Unknown,United States,0.09320695102685624,0.7,0.8,,5,1,Medium,0.64
OECD,NSF PROGRAM ON FAIRNESS IN AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,6,2021.0,0,0,0,0,1,1,"NSF and Amazon are partnering to jointly support computational research focused on fairness in AI, with the goal of contributing to trustworthy AI systems that are readily accepted and deployed to tackle grand challenges facing society.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7865000000000001
OECD,NITRD SUPPLEMENT TO THE PRESIDENT'S FY2020 BUDGET,Economic,General Public,0.0,0.0,0.0,0.0,0.0,7,2019.0,0,0,0,0,0,0,,Unknown,United States,0.04265402843601896,0.85,0.75,,0,1,Medium,0.6266666666666666
OECD,NATIONAL AI R&D STRATEGIC PLAN,Other,Business,0.0,0.0,0.0,0.0,0.0,5,2016.0,0,0,1,0,1,0,"This purpose of this Plan is to convey a clear set of R&D priorities that address strategic research goals, focus Federal investments on those areas in which industry is unlikely to invest, and address the need to expand and sustain the pipeline of AI R&D talent.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,0,Medium,0.8058333333333333
OECD,EXPLAINABLE AI PROGRAM,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2018.0,0,0,0,0,1,0,,Unknown,United States,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,ML AND AI SUBCOMMITTEE,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2018.0,0,0,0,0,1,0,"MLAI-SC serves as the operations and implementation arm of the Select Committee on AI, and is responsible for fulfilling tasking from the Select Committee.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7206666666666668
OECD,AI R&D INTERAGENCY WORKING GROUP,Employment,Government,0.0,0.0,0.0,0.0,0.0,5,2018.0,0,1,0,1,1,0,AI R&D IWG was formed in 2018 to co-ordinate Federal AI R&D across 32 participating agencies and to support activities tasked by both the Select Committee on AI and the Machine Learning and AI Subcommittee (MLAI-SC).,Unknown,United States,0.06635071090047394,0.9,0.6,,1,2,Low,0.3666666666666667
OECD,NATIONAL AI ADVISORY COMMITTEE,Other,Education,0.0,0.0,0.0,0.0,0.0,4,2020.0,0,0,0,0,1,0,"The NAIAC is tasked with providing an independent assessment of the Initiative and making recommendations to the President and the NAIIO on topics related to AI R&D, ethics, standards, education, technology transfer, commercial application, security, and economic competitiveness.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.7386666666666667
OECD,NATIONAL AI ADVISORY COMMITTEE’S SUBCOMMITTEE ON LAW ENFORCEMENT,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,8,2020.0,0,0,0,1,1,0,"As directed by the National AI Initiative Act of 2020 (DIVISION E, SEC. 5104e), the National AI Advisory Committee will establish a subcommittee that will consider matters related to the use of AI in law enforcement.",Unknown,United States,0.07424960505529225,0.5,0.55,,2,1,High,0.5628333333333334
OECD,Norwegian participation in HORIZON EUROPE,Other,General Public,0.0,0.0,0.0,0.0,0.0,5,2021.0,0,1,0,0,0,0,Horizon Europe is a large European Framework programme for research,Unknown,Norway,0.5418641390205371,0.5,0.5,,3,1,Medium,0.5268333333333334
OECD,U.S.-EU TRADE AND TECHNOLOGY COUNCIL,Technology,Labor,0.0,0.0,0.0,0.0,0.0,5,2021.0,0,0,0,0,1,0,The United States and European Union affirm their willingness and intention to develop and implement AI systems that are innovative and trustworthy and that respect universal human rights and shared democratic values.,Unknown,United States,0.09320695102685624,0.7,0.8,,5,-1,Medium,0.86
OECD,CHIEF DIGITAL AND AI OFFICE,Other,General Public,0.0,0.0,0.0,0.0,0.0,5,2022.0,1,0,0,0,1,0,"Stood up in February 2022 by integrating the Joint Artificial Intelligence Center (JAIC), Defense Digital Services (DDS), the Chief Data Officer, and the enterprise platform Advana into one organization, the CDAO is building a strong foundation for data, analytic, and AI-enabled capabilities to be developed and fielded at scale.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,1,Medium,0.6815000000000001
OECD,ESTABLISHING A PRO-INNOVATION APPROACH TO REGULATING AI,Legal/Governance,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,1,1,1,0,"Establishing clear, innovation-friendly, and flexible approaches to regulating AI will be core to achieving the UK's ambition to unleash growth and innovation while safeguarding fundamental values and keeping people safe and secure.",Unknown,United Kingdom,0.07424960505529225,0.5,0.55,,2,1,High,0.4948333333333334
OECD,GOOD PRACTICE RECOMMENDATIONS TO INTEGRATE ETHICS IN THE DEVELOPMENT OF AI SOLUTIONS IN HEALTHCARE,Social,General Public,0.0,0.0,0.0,0.0,0.0,14,2022.0,0,0,0,1,1,1,"This report lists all the ethical requirements required by AI solutions in healthcare in the double sense of ""by design"", i.e. both during the design phase, to integrate as much as possible, ethical values in the hardware and software architecture of the systems, and architecture of the systems, and at the end of the realization, to validate the proposed solutions and avoid the risks resulting from the mainly inductive nature of AI today.",Unknown,France,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.479
OECD,HUMAN INTERPRETABLE ATTRIBUTION OF TEXT USING UNDERLYING STRUCTURE PROGRAM,Other,General Public,0.0,0.0,0.0,0.0,0.0,9,2022.0,0,0,0,0,0,0,"The goal is for HIATUS to be multilingual and capable of differentiating authors based on stylistic features such as word choice, sentence phrasing, and organization of information.",Unknown,United States,0.5418641390205371,0.5,0.5,,3,1,Medium,0.607
OECD,STATE DATA CENTER,Privacy,Government,0.0,0.0,0.0,0.0,0.0,3,2017.0,1,0,0,0,0,0,"State Center for Data Management and Storage was established in Belgrade by the Office for IT and eGovernment in 2017, as a primary DC which provides state administration authorities and government offices with the required infrastructure resources via State Cloud. Secondary DC site was established in Kragujevac in 2020. Provides additional security for and encouragement of a further development of the electronic government system and contributes to the development of the whole ICT sector, given",Unknown,Serbia,0.09741969457609267,0.6,0.5,,4,2,High,0.47809523809523813
OECD,STATE DATA CENTER,Privacy,Government,0.0,0.0,0.0,0.0,0.0,3,2017.0,1,0,0,0,0,0,"State Center for Data Management and Storage was established in Belgrade by the Office for IT and eGovernment in 2017, as a primary DC which provides state administration authorities and government offices with the required infrastructure resources via State Cloud. Secondary DC site was established in Kragujevac in 2020. Provides additional security for and encouragement of a further development of the electronic government system and contributes to the development of the whole ICT sector, given",Unknown,Serbia,0.09741969457609267,0.6,0.5,,4,2,High,0.47809523809523813
OECD,NATIONAL AI PLATFORM,Other,"General Public, Government",0.0,0.0,0.0,0.0,0.0,3,2021.0,1,0,0,0,1,1,"In accordance with the goals and measures of the Strategy for the Development of AI in the Republic of Serbia for the Period 2020-2025. In 2021, the Government of the Republic of Serbia provided the National Platform for AI (AI Platform), which is located in the State Data Center in Kragujevac.",Unknown,Serbia,0.5418641390205371,0.5,0.5,,3,-1,High,0.7284999999999999
OECD,AI IN PRIMARY EDUCATION,Other,"Education, General Public",0.0,0.0,0.0,0.0,0.0,4,2017.0,0,0,0,0,1,1,Republic of Serbia is one of the first countries in Europe to introduce coding as mandatory subject in elementary schools in 2017.,Unknown,Serbia,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.7386666666666667
OECD,AI IN SECONDARY EDUCATION,Other,Education,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,0,0,0,1,0,"From 2021, students in the 7th and 8th grade of elementary schools have AI as part of two subjects in schools and an elective subject in high schools.",Unknown,Serbia,0.5418641390205371,0.5,0.5,,3,-1,Medium,0.7386666666666667
OECD,DIGITAL-FIRST INTEGRATED CARE,Other,Government,0.0,0.0,0.0,0.0,0.0,3,,0,0,0,0,0,1,The Government of Rwanda and Babylon Health (operating as Babyl in Rwanda) have entered into a 10-year partnership to enable Rwandans countrywide to access quality healthcare services through their mobile phones.,Unknown,Rwanda,0.5418641390205371,0.5,0.5,,3,2,Low,0.47757142857142854
